Lat,Long,wardnumber 2010,wardname 2010,wardmedian 2010,wardnumber 2018,wardname 2018
43.7677269,-79.2277222,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7678986,-79.2452011,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.76791,-79.225296,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7681122,-79.2357712,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7681885,-79.2300797,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7682037,-79.2477722,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7682076,-79.2249756,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7682304,-79.2265244,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7682495,-79.2366409,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7682648,-79.1967163,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.768383,-79.2102127,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7684097,-79.1862259,44,Scarborough East (44),91360,24,Scarborough-Guildwood
43.768425,-79.2378006,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7684326,-79.2089005,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7684631,-79.1911087,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7684669,-79.2217941,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7685089,-79.1888199,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7685623,-79.2114792,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7685661,-79.2454605,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7686157,-79.2243195,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7686195,-79.211998,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7686462,-79.2485275,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7686539,-79.2147217,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7687073,-79.2136307,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7688255,-79.2257309,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7688713,-79.2272644,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.769043,-79.2416153,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7690887,-79.2503967,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7691193,-79.2077713,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7691231,-79.2493668,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7692528,-79.222229,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7692871,-79.2267227,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7693672,-79.2290344,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7694855,-79.2204361,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7698135,-79.2186813,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7698364,-79.2259445,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7701988,-79.2231979,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7702065,-79.22509,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7703056,-79.2496262,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.770359,-79.2118607,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7703896,-79.2201233,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7706146,-79.2358093,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7706146,-79.1868668,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7706413,-79.2240982,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7708054,-79.2143097,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.770813,-79.2179413,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7710953,-79.1912766,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7711678,-79.2107162,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7711792,-79.211853,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7712402,-79.2097778,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7713051,-79.2378235,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7713661,-79.1966248,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.771389,-79.1899033,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7714005,-79.2481155,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7714539,-79.2087479,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7715111,-79.2182159,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7716064,-79.1952667,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7717094,-79.220665,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7717171,-79.2368698,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7717972,-79.2417984,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7718124,-79.2118225,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7718544,-79.2022705,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7719116,-79.1938705,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7719231,-79.245697,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7719307,-79.2054749,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7720108,-79.2184219,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.772049,-79.208992,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7721443,-79.2514954,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7721825,-79.2446594,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7722473,-79.2120209,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7722626,-79.2149124,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7723732,-79.1918106,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7723808,-79.2176971,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7723999,-79.2373123,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.77248,-79.2139053,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7725258,-79.2328262,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7725296,-79.249855,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7725296,-79.2424774,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.772583,-79.2106094,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7726173,-79.2212143,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7726173,-79.2167435,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.772625,-79.2412338,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7726822,-79.2459869,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7727051,-79.1877823,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7727585,-79.1966248,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7727623,-79.2488022,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7728653,-79.2219315,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7728653,-79.2093506,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7730942,-79.2378769,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7730942,-79.2081985,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7731285,-79.2228546,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7732658,-79.2200699,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7732735,-79.1921844,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7733192,-79.246254,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7733498,-79.2071304,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7733841,-79.2234268,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7734413,-79.2391663,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7735023,-79.2306824,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7736244,-79.1907196,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7740517,-79.2289505,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7742043,-79.1884308,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7743835,-79.2113571,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7744293,-79.1949463,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7745514,-79.2158203,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7746582,-79.2130051,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7747421,-79.1886597,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7748566,-79.1941605,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7749977,-79.219635,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7752457,-79.2168503,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7752686,-79.2137299,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7752724,-79.2261887,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7752838,-79.2502594,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7753029,-79.2067871,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7753563,-79.2058868,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.775425,-79.2161942,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7754402,-79.2525864,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7756424,-79.2289352,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7756538,-79.213089,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7756844,-79.2210541,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7757454,-79.234993,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.775898,-79.2200165,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7759552,-79.2259521,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7759895,-79.211998,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7760468,-79.2086411,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7763405,-79.2246933,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7764397,-79.2317581,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7765045,-79.2166214,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.777092,-79.2236328,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7772293,-79.2169037,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7775917,-79.2265778,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.77771,-79.211525,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7778358,-79.2134094,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7782898,-79.2233582,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7782936,-79.2147141,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7790718,-79.2164917,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.77911,-79.2540283,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7791786,-79.2224655,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7793198,-79.2160568,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7793808,-79.203537,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7795486,-79.2329788,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.779686,-79.251236,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.779747,-79.2260208,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7797546,-79.2171402,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7798843,-79.2235184,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7801552,-79.2438431,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7804642,-79.2206955,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7805405,-79.2470245,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7807426,-79.2387695,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7808571,-79.2548294,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.78088,-79.2445526,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7809296,-79.2378922,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7812462,-79.2515488,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7815361,-79.2349625,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7817497,-79.2338943,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7818604,-79.2211761,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7819901,-79.2482529,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7822914,-79.2254181,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7825966,-79.2243195,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7826042,-79.2049789,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7827454,-79.2342682,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7828026,-79.2213745,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.782917,-79.2235489,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7830276,-79.2076187,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7832565,-79.206749,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7836494,-79.205986,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.784832,-79.1954346,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7848358,-79.2065582,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.785347,-79.1933441,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7855568,-79.2323303,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7856903,-79.2057037,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.785862,-79.2139816,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7862549,-79.2120361,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7863922,-79.2121429,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7865257,-79.2158203,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.786602,-79.2098007,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7870255,-79.2290649,38,Scarborough Centre (38),58202,24,Scarborough-Guildwood
43.7870712,-79.209137,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7871323,-79.2206192,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7871895,-79.2187424,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7879677,-79.2204971,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7879753,-79.2083435,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7880859,-79.2196198,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7881355,-79.2078857,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.788784,-79.2070541,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7888031,-79.2125244,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7889671,-79.2195053,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7892799,-79.1943588,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7895508,-79.2120667,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7895813,-79.2063446,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7899132,-79.217453,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7901611,-79.2071915,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7903175,-79.1979752,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7903366,-79.2047577,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7906113,-79.211174,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7907562,-79.2078781,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7911186,-79.213501,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7912369,-79.2165222,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7912369,-79.1959915,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7913208,-79.2105637,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7914696,-79.2084503,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7915421,-79.2030182,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7918816,-79.1962738,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7920456,-79.195549,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7924843,-79.2080688,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7928047,-79.2069931,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.792942,-79.2017822,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.793232,-79.2046585,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7936554,-79.2022781,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7937431,-79.1990738,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7942657,-79.2011414,43,Scarborough East (43),56856,24,Scarborough-Guildwood
43.7532082,-79.1797791,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7548065,-79.1782227,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7559891,-79.1764221,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7562485,-79.1788406,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7566757,-79.176712,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7569847,-79.1745987,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7572823,-79.1758194,43,Scarborough East (43),56856,25,Scarborough-Rouge Park
43.7599754,-79.1760254,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7600899,-79.1808395,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7600937,-79.1828003,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7603264,-79.1690903,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7611351,-79.1818085,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7613869,-79.1780624,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7614021,-79.1740341,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7619133,-79.183609,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.762207,-79.1822662,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7630272,-79.1825562,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.763298,-79.1788788,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.763607,-79.1775665,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7637939,-79.1515656,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7640076,-79.1757126,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7640877,-79.179245,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7643356,-79.1736755,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7644615,-79.1737366,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7644882,-79.16745,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7646713,-79.1738205,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7648087,-79.1795731,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7650414,-79.1751022,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7655373,-79.163208,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7656288,-79.179924,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7659111,-79.1743393,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7663231,-79.1578979,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7667847,-79.1582565,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7668953,-79.1747665,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7671776,-79.1701202,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7673645,-79.1666336,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7675858,-79.1832733,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7676277,-79.1824036,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7676468,-79.1769638,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7676811,-79.1751099,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7680397,-79.1752548,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7682152,-79.16436,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7683678,-79.1796112,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7684708,-79.1754303,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7687912,-79.1797943,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7688065,-79.1738205,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7691765,-79.1828384,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7691994,-79.1721573,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.769249,-79.1674271,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7693138,-79.1800079,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7693138,-79.1711807,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7693367,-79.1757965,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7694016,-79.170166,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7694778,-79.1557388,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7695847,-79.1809769,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7697639,-79.1801834,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7698441,-79.1798935,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7700119,-79.1760712,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.770359,-79.1716843,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7703857,-79.1774979,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7703972,-79.1626282,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7704277,-79.1833801,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7706528,-79.1762772,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7707672,-79.1719284,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7709732,-79.1633606,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7711029,-79.18367,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7711601,-79.1739273,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7712364,-79.1602325,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7714119,-79.1684952,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7715416,-79.1722565,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7717171,-79.1589813,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7717667,-79.165863,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7719231,-79.1705856,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7719307,-79.1767197,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7722931,-79.1385727,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7723045,-79.1688843,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7723732,-79.1835632,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7725601,-79.1408386,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7726097,-79.1850357,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7726784,-79.1608505,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7727242,-79.1745911,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7728119,-79.1848602,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7728844,-79.1663361,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7730522,-79.172348,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7730598,-79.1654968,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7733383,-79.1502762,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7733459,-79.1761093,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7733879,-79.1842728,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7734261,-79.1639175,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7735901,-79.1373444,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7737083,-79.1745224,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7737885,-79.1622849,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7739487,-79.1840134,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7743187,-79.1817551,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7747574,-79.1484909,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7749214,-79.1817169,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.775032,-79.1873703,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7752495,-79.1683121,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7752838,-79.1862335,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7752991,-79.1525726,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7754631,-79.1753082,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7755089,-79.1648102,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7755165,-79.1751709,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7755203,-79.1782303,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7755203,-79.1395035,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.775547,-79.1514664,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7756004,-79.1666107,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7757988,-79.1660538,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7758484,-79.1501694,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7758751,-79.1783829,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7758827,-79.1396484,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7759094,-79.1459503,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7759705,-79.1527634,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7760696,-79.1387939,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7761497,-79.1815262,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7761612,-79.1759491,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.776268,-79.1379013,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7763252,-79.1441116,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7764778,-79.1368942,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7764969,-79.1735611,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7765923,-79.1363831,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7766457,-79.1361313,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7767067,-79.1751404,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
43.7767677,-79.188118,44,Scarborough East (44),91360,25,Scarborough-Rouge Park
